#slug: topik1_nouns_2
#emoji: 📔
#title: TOPIK 초급: существительные II
#korean: 초급 명사 ②
#kr_read: чхогып мёнса
#subtitle: 149 существительных из официального списка TOPIK 초급 — от 수업 до 힘
#level: 1
#card_desc: Вторая часть официального списка 초급: родня, вещи, город, языки и праздники
#group: people|Люди и семья|사람
#group: food|Еда и напитки|음식
#group: place|Места и города|장소
#group: study|Учёба и язык|공부
#group: time|Время и даты|시간
#group: nature|Природа и тело|자연
#group: thing|Вещи и предметы|물건
#group: life|Быт и досуг|생활
study	📚	수업	занятие, урок	수업이 끝났어요.	Занятие закончилось.
place	🏊	수영장	бассейн	수영장에 가요.	Иду в бассейн.
life	🔢	순서	порядок, очерёдность	순서대로 하세요.	Делайте по порядку.
food	🍶	술	алкоголь, спиртное	저는 술을 안 마셔요.	Я не пью спиртное.
place	🎿	스키장	горнолыжный курорт	스키장에 갔어요.	Поехал на горнолыжный курорт.
study	🇪🇸	스페인어	испанский язык	스페인어를 배워요.	Учу испанский.
life	⚽	스포츠	спорт	스포츠를 좋아해요.	Люблю спорт.
study	🗓️	시간표	расписание	시간표를 확인하세요.	Проверьте расписание.
thing	⌚	시계	часы	시계가 멈췄어요.	Часы остановились.
thing	💿	시디	компакт-диск	시디를 샀어요.	Купил диск.
people	🏙️	시민	горожанин, гражданин	시민이 많아요.	Много горожан.
place	🏗️	시설	объекты, оснащение	시설이 좋아요.	Хорошее оснащение.
place	🚌	시외	пригород, за городом	시외버스를 탔어요.	Сел на пригородный автобус.
time	▶️	시작	начало	시작이 반이에요.	Начало — половина дела.
food	🍽️	식사	приём пищи	식사하셨어요?	Вы уже поели?
thing	📄	신청서	бланк заявления	신청서를 냈어요.	Подал заявление.
food	🧂	소금	соль	소금을 조금 넣으세요.	Добавьте немного соли.
food	🌾	쌀	рис (крупа)	쌀을 씻어요.	Промываю рис.
study	✏️	쓰기	письмо (навык)	쓰기 숙제를 했어요.	Сделал письменное задание.
thing	🗑️	쓰레기	мусор	쓰레기를 버렸어요.	Выбросил мусор.
people	👦	아들	сын	아들이 둘이에요.	У меня двое сыновей.
study	🇸🇦	아랍어	арабский язык	아랍어를 공부해요.	Изучаю арабский.
people	👨	아버지	отец	아버지가 오셨어요.	Пришёл отец.
place	🌏	아시아	Азия	아시아를 여행해요.	Путешествую по Азии.
people	👶	아이	ребёнок	아이가 웃어요.	Ребёнок смеётся.
place	🌍	아프리카	Африка	아프리카에 가고 싶어요.	Хочу в Африку.
thing	🎼	악기	музыкальный инструмент	악기를 배워요.	Учусь играть на инструменте.
thing	💍	액세서리	аксессуары	액세서리를 골랐어요.	Выбрал аксессуары.
food	🍝	양식	европейская кухня	오늘은 양식을 먹어요.	Сегодня едим европейскую кухню.
people	👩	어머니	мать	어머니께 전화했어요.	Позвонил маме.
