#slug: topik1_nouns_1
#emoji: 📓
#title: TOPIK 초급: существительные I
#korean: 초급 명사 ①
#kr_read: чхогып мёнса
#subtitle: 151 существительное из официального списка TOPIK 초급 — от 가구 до 수돗물
#level: 1
#card_desc: Первая часть официального списка 초급: семья, еда, места, учёба, время и природа
#group: people|Люди и семья|사람
#group: food|Еда и напитки|음식
#group: place|Места и города|장소
#group: study|Учёба и язык|공부
#group: time|Время и даты|시간
#group: nature|Природа и тело|자연
#group: thing|Вещи и предметы|물건
#group: life|Быт и досуг|생활
thing	🪑	가구	мебель	가구를 샀어요.	Купил мебель.
life	🎵	가요	эстрадная песня	한국 가요를 좋아해요.	Люблю корейскую эстраду.
food	🍲	갈비탕	кальбитхан, суп с рёбрышками	갈비탕을 시켰어요.	Заказал кальбитхан.
food	🍑	감	хурма	감이 참 달아요.	Хурма очень сладкая.
life	🥹	감동	умиление, сильное впечатление	영화에 감동했어요.	Фильм меня тронул.
nature	🌼	개나리	форзиция	개나리가 피었어요.	Расцвела форзиция.
life	🙍	개인	частное лицо, личное	개인 정보예요.	Это личные данные.
place	↔️	건너편	противоположная сторона	건너편에 있어요.	Это на той стороне.
place	🏢	건물	здание	건물이 아주 높아요.	Здание очень высокое.
life	💒	결혼식	свадьба	결혼식에 갔어요.	Ходил на свадьбу.
place	🏟️	경기장	стадион	경기장이 커요.	Стадион большой.
nature	🏞️	경치	пейзаж, вид	경치가 좋아요.	Красивый вид.
life	📋	계획	план	계획을 세웠어요.	Составил план.
study	🎒	고등학생	старшеклассник	저는 고등학생이에요.	Я старшеклассник.
people	👩	고모	тётя (сестра отца)	고모가 오셨어요.	Приехала тётя.
people	👨	고모부	муж тёти по отцу	고모부는 의사예요.	Дядя — врач.
food	🌶️	고추장	кочхуджан, острая паста	고추장을 넣어요.	Добавляю кочхуджан.
place	📍	곳	место	여기는 좋은 곳이에요.	Здесь хорошее место.
place	🧱	공간	пространство	공간이 넓어요.	Пространство просторное.
nature	💨	공기	воздух	공기가 맑아요.	Воздух чистый.
life	🎭	공연	выступление, концерт	공연을 봤어요.	Посмотрел выступление.
life	🆓	공짜	даром, бесплатно	공짜로 받았어요.	Получил бесплатно.
time	📅	공휴일	государственный выходной	내일은 공휴일이에요.	Завтра выходной.
study	📖	과	урок (в учебнике)	3과를 공부해요.	Учим третий урок.
time	⏮️	과거	прошлое	과거는 잊으세요.	Забудьте прошлое.
life	🔗	관계	отношения, связь	관계가 좋아요.	Отношения хорошие.
place	🚑	교통사고	дорожная авария	교통사고가 났어요.	Произошла авария.
food	🍜	국수	лапша	국수를 먹었어요.	Поел лапши.
study	📚	국어	родной (корейский) язык	국어 시험이 있어요.	Есть экзамен по корейскому.
time	📆	그날	тот день	그날 비가 왔어요.	В тот день шёл дождь.
time	⏰	그때	тогда, в то время	그때 처음 만났어요.	Тогда мы впервые встретились.
thing	⚖️	그램	грамм	백 그램만 주세요.	Дайте только сто граммов.
study	✍️	글	текст, написанное	글을 썼어요.	Написал текст.
