#slug: topik3_nouns_1
#emoji: 📘
#title: TOPIK 중급: существительные I
#korean: 중급 명사 ①
#kr_read: чунгып мёнса
#subtitle: 200 существительных TOPIK среднего уровня — от 가계부 до 먼지
#level: 3
#card_desc: Первая часть списка 중급 1500: общество, работа, учёба, человек, быт и природа
#group: society|Общество и государство|사회
#group: work|Работа, деньги, экономика|경제
#group: study|Учёба и знания|학습
#group: person|Человек, характер, чувства|사람
#group: life|Быт, город, еда|생활
#group: nature|Природа и здоровье|자연
#group: idea|Понятия и качества|개념
work	💰	가계부	книга учёта расходов	가계부를 매일 써요.	Каждый день веду книгу расходов.
society	😔	가난	бедность, нужда	가난에서 벗어났어요.	Он выбрался из бедности.
nature	🌵	가뭄	засуха	올해는 가뭄이 심해요.	В этом году сильная засуха.
life	🧹	가사	домашние дела	가사를 나눠서 해요.	Домашние дела делим поровну.
idea	🕶️	가상	вымысел, виртуальность	가상 세계에서 만나요.	Встретимся в виртуальном мире.
society	📝	가입	вступление, регистрация	회원 가입을 했어요.	Зарегистрировался как участник.
person	👨‍👩‍👧	가족적	семейный, по-домашнему тёплый	분위기가 가족적이에요.	Атмосфера по-семейному тёплая.
nature	🐄	가축	домашний скот	농장에서 가축을 길러요.	На ферме держат скот.
idea	💎	가치	ценность	이 그림은 가치가 높아요.	У этой картины высокая ценность.
idea	🔢	각각	каждый в отдельности	각각 다른 색이에요.	Каждый своего цвета.
idea	🙋	각자	каждый сам	각자 계산해요.	Каждый платит за себя.
idea	📦	각종	всевозможные, разного рода	각종 행사가 열려요.	Проводятся всевозможные мероприятия.
idea	📏	간격	интервал, промежуток	간격을 두고 앉으세요.	Садитесь с интервалом.
life	🪧	간판	вывеска	간판이 잘 보여요.	Вывеска хорошо видна.
society	⚔️	갈등	конфликт, разлад	부모와 갈등이 있어요.	У него конфликт с родителями.
person	✨	감각	чувство, чутьё	패션 감각이 좋아요.	У него хорошее чувство стиля.
person	🥹	감동적	трогательный	영화가 감동적이었어요.	Фильм был трогательным.
person	🎧	감상	любование, впечатления	음악 감상이 취미예요.	Хобби — слушать музыку.
person	💗	감정	чувство, эмоция	감정을 숨기지 마세요.	Не прячьте эмоции.
person	😲	감탄	восхищение	경치에 감탄했어요.	Восхитился видом.
nature	🌊	강변	берег реки	강변을 산책해요.	Гуляю по берегу реки.
nature	🌧️	강수량	количество осадков	올여름 강수량이 많아요.	Этим летом много осадков.
study	🎤	강연	публичная лекция	강연을 들으러 갔어요.	Пошёл слушать лекцию.
idea	❗	강조	акцент, подчёркивание	선생님이 강조한 부분이에요.	Это то, что подчеркнул учитель.
study	🏫	개강	начало семестра	다음 주에 개강해요.	На следующей неделе начинается семестр.
